image_id,label,fold
1938715150.jpg,2,1
1938725653.jpg,3,0
1938730022.jpg,2,3
1938814824.jpg,3,3
1938824069.jpg,2,0
1939082470.jpg,3,2
1939113672.jpg,1,1
1939120106.jpg,3,4
1939567096.jpg,3,2
193958679.jpg,4,0
1939666540.jpg,3,3
193990553.jpg,1,4
194035212.jpg,3,4
1940410728.jpg,4,4
1940582404.jpg,3,2
1940934200.jpg,3,4
1940940893.jpg,3,1
1940949758.jpg,3,4
1941107919.jpg,3,3
194117678.jpg,3,3
1941209477.jpg,2,0
1941521780.jpg,3,0
1941569739.jpg,1,2
1942147134.jpg,0,1
194223136.jpg,3,1
1942233808.jpg,3,4
1942531385.jpg,3,2
1942589536.jpg,2,0
194265941.jpg,3,1
1942764891.jpg,3,1
1943423929.jpg,1,2
1943448568.jpg,2,0
1943654053.jpg,3,2
1943662922.jpg,3,2
1943882705.jpg,3,0
1943999614.jpg,3,3
1944572666.jpg,3,2
1944764485.jpg,3,2
1944784373.jpg,3,4
1944928456.jpg,3,0
1945042930.jpg,3,3
1945045418.jpg,1,2
1945153538.jpg,4,0
1945357896.jpg,3,4
1946046925.jpg,3,3
1946306561.jpg,3,2
1946708779.jpg,3,3
1946928458.jpg,2,2
1946961119.jpg,3,4
1947066099.jpg,0,3
1947346252.jpg,3,4
1947542350.jpg,2,1
1947904134.jpg,4,4
1948078849.jpg,3,3
1948267522.jpg,2,1
1948389107.jpg,4,1
1948579246.jpg,1,1
1948688497.jpg,4,1
1948698978.jpg,3,0
1948966957.jpg,3,1
194901171.jpg,3,3
1949071639.jpg,4,3
194923526.jpg,1,2
1949350366.jpg,3,4
1949374159.jpg,1,4
1949569617.jpg,3,1
1949733963.jpg,3,3
1949993802.jpg,3,4
1950245943.jpg,4,4
1950273419.jpg,2,3
1950403407.jpg,4,3
1950600545.jpg,3,3
1950825631.jpg,3,4
1950970646.jpg,3,0
1951270318.jpg,2,3
1951284903.jpg,3,0
1951398073.jpg,3,1
1951432594.jpg,3,1
1951627890.jpg,3,3
1951683874.jpg,1,0
1951865515.jpg,2,3
1951968907.jpg,4,3
1952120040.jpg,3,2
1952239701.jpg,2,2
1952459381.jpg,3,3
1952459462.jpg,1,3
1952684921.jpg,4,0
1952723516.jpg,3,3
1952962919.jpg,3,4
1953071676.jpg,2,3
1953246043.jpg,3,3
1953482304.jpg,4,3
1953872321.jpg,1,3
1953883168.jpg,3,4
1954353329.jpg,4,1
1954385911.jpg,3,1
1954401437.jpg,1,3
195440753.jpg,3,2
1955288492.jpg,3,2
1955289592.jpg,1,4
1955337037.jpg,3,3
1955463864.jpg,1,3
19555068.jpg,3,2
1955593509.jpg,1,2
1955905129.jpg,3,4
195590994.jpg,3,3
1955966140.jpg,2,1
1955971780.jpg,3,2
1956034762.jpg,4,2
195648573.jpg,3,2
1956819776.jpg,3,1
1957293251.jpg,1,3
1957341134.jpg,3,2
1957481322.jpg,3,4
1957663737.jpg,0,2
1957687163.jpg,1,4
1957897144.jpg,4,3
1957901675.jpg,3,2
1957906452.jpg,3,3
1958104279.jpg,3,2
1958450462.jpg,3,0
1958784721.jpg,3,1
1959106502.jpg,2,4
1959325934.jpg,3,0
1959483554.jpg,1,2
1959596149.jpg,3,1
1959856523.jpg,3,0
1959890279.jpg,3,2
1959916308.jpg,4,0
1960012199.jpg,4,2
1960041118.jpg,1,1
1960063101.jpg,2,4
1960345472.jpg,0,0
1960632681.jpg,1,2
1960927003.jpg,3,4
1961259941.jpg,2,4
1961471399.jpg,3,1
1961893968.jpg,2,2
1962020298.jpg,2,2
1962108825.jpg,3,4
196223809.jpg,3,3
1962378954.jpg,3,2
1962408284.jpg,1,4
1962633596.jpg,1,3
1962653168.jpg,3,1
1963114976.jpg,3,3
1963206223.jpg,4,1
1963346508.jpg,0,2
1963440956.jpg,4,2
1963478389.jpg,3,2
1963648534.jpg,3,0
1963744346.jpg,3,2
1964012353.jpg,1,0
1964600968.jpg,4,2
1964845483.jpg,3,0
1964957251.jpg,3,0
1964968519.jpg,1,0
1965119616.jpg,3,3
1965186557.jpg,3,0
1965467529.jpg,1,0
1965782159.jpg,2,1
1965850227.jpg,4,2
1965932647.jpg,3,0
1966061216.jpg,4,1
196618228.jpg,1,4
1966222636.jpg,0,1
1966321614.jpg,1,2
1966385524.jpg,4,3
1966479162.jpg,3,2
1966513283.jpg,3,4
1966591283.jpg,3,0
1966999074.jpg,3,2
1967011907.jpg,1,4
1967085246.jpg,3,1
196723634.jpg,2,1
1967901235.jpg,3,4
1968070287.jpg,2,0
1968165864.jpg,3,3
196827889.jpg,3,3
1968421706.jpg,3,1
1968596086.jpg,4,1
1968615575.jpg,2,1
1968909684.jpg,2,3
1969050726.jpg,3,4
1969270538.jpg,2,2
1969328625.jpg,3,4
1969371877.jpg,3,4
1969528266.jpg,3,2
1969558771.jpg,3,4
1969585969.jpg,4,4
1969657862.jpg,3,1
1969745118.jpg,3,1
1970290195.jpg,2,4
1970622259.jpg,2,2
1970877091.jpg,4,1
197102142.jpg,2,1
1971179233.jpg,3,1
1971287958.jpg,3,2
1971360173.jpg,3,2
1971423032.jpg,4,3
1971427379.jpg,1,2
1971706918.jpg,1,2
1971828114.jpg,3,4
197188910.jpg,1,3
1972030164.jpg,3,2
1972379294.jpg,2,0
1972409682.jpg,3,3
1972732995.jpg,3,3
1972768555.jpg,3,3
1973051224.jpg,0,0
1973109559.jpg,2,1
1973400842.jpg,2,2
1973608314.jpg,3,4
1973726786.jpg,3,4
1974079097.jpg,3,2
1974117751.jpg,3,0
197416826.jpg,4,0
1974242714.jpg,2,2
1974290297.jpg,3,0
197432034.jpg,2,4
1974404627.jpg,3,1
1974451313.jpg,3,1
1974749895.jpg,3,1
1975167712.jpg,2,0
1976266780.jpg,3,4
1976698452.jpg,3,3
197701687.jpg,3,3
1977177894.jpg,1,3
1977264281.jpg,2,0
1977382577.jpg,3,0
1977466275.jpg,4,0
197779816.jpg,3,1
1978440967.jpg,1,3
1978523350.jpg,4,2
1978570472.jpg,3,4
1978611125.jpg,3,0
1978871563.jpg,3,1
1979319033.jpg,3,1
1979328759.jpg,2,3
197942022.jpg,3,2
1979482917.jpg,2,0
1979663030.jpg,3,1
1979887558.jpg,4,3
1980226433.jpg,3,2
1980864606.jpg,3,4
1981001695.jpg,3,3
1981041140.jpg,3,1
1981073260.jpg,0,2
1981291103.jpg,3,1
1981418117.jpg,3,4
1981504031.jpg,3,1
1981678917.jpg,1,1
1981710530.jpg,3,1
198179397.jpg,1,2
1982042661.jpg,2,0
1982356944.jpg,3,2
1982384882.jpg,3,0
1982702143.jpg,3,1
1982908964.jpg,4,0
1982984348.jpg,3,0
1983266061.jpg,3,2
198333324.jpg,1,2
1983411262.jpg,4,2
1983422244.jpg,1,0
1983454737.jpg,4,4
1983523977.jpg,4,4
1983581913.jpg,1,4
1983593299.jpg,3,3
1983607439.jpg,3,0
1983700574.jpg,3,0
1983716706.jpg,3,4
198415673.jpg,2,0
1984285050.jpg,2,1
1984779021.jpg,4,2
1984799311.jpg,3,1
1984830007.jpg,1,0
1985171979.jpg,2,3
1985341761.jpg,3,1
1985460238.jpg,3,1
1985492850.jpg,3,2
1986081806.jpg,3,2
1986334789.jpg,3,0
1986556511.jpg,3,0
1986722045.jpg,3,4
1986919607.jpg,3,1
1986950295.jpg,3,4
1986963411.jpg,3,0
19872828.jpg,4,1
1987438093.jpg,3,3
1987652657.jpg,3,3
1987807979.jpg,1,3
1988296681.jpg,3,1
1988390173.jpg,3,2
1988550329.jpg,3,1
198858011.jpg,3,3
1988989222.jpg,3,4
19890423.jpg,4,4
1989303026.jpg,3,4
1989388407.jpg,3,3
1989453071.jpg,4,3
1989483426.jpg,1,3
1989543996.jpg,2,4
1989674457.jpg,3,0
198973660.jpg,3,0
1989789271.jpg,4,3
1989974415.jpg,3,4
1990072539.jpg,3,1
1990169159.jpg,3,2
19905959.jpg,3,0
1990899878.jpg,4,0
1990916295.jpg,0,3
199104607.jpg,1,2
1991065222.jpg,2,1
1991094852.jpg,4,3
199112616.jpg,1,3
1991311917.jpg,4,0
1991345445.jpg,3,2
1991499103.jpg,3,2
1991955434.jpg,4,1
1992010319.jpg,3,3
1992344836.jpg,3,1
1993274456.jpg,3,0
1993434265.jpg,3,3
1993464761.jpg,3,2
1993604237.jpg,1,2
1993626674.jpg,3,1
199365289.jpg,2,2
1993797048.jpg,0,2
199380974.jpg,2,2
1993917626.jpg,4,0
1994049611.jpg,3,2
1994098867.jpg,3,0
1994159340.jpg,4,1
1994226029.jpg,2,3
1994247876.jpg,1,4
1994561137.jpg,3,0
1994597996.jpg,1,3
1994659903.jpg,4,0
1994860196.jpg,3,0
1995081893.jpg,3,4
1995180992.jpg,3,4
1995342174.jpg,3,0
1995490116.jpg,3,3
1995608609.jpg,2,2
1996004167.jpg,3,0
1996031857.jpg,4,3
1996117049.jpg,3,1
1996243221.jpg,3,0
1996317543.jpg,2,4
1996577908.jpg,3,4
1996736745.jpg,4,1
1996862654.jpg,3,3
1997187079.jpg,4,1
1997488168.jpg,3,4
1997972412.jpg,3,2
1998118528.jpg,4,3
1998363687.jpg,3,1
1998622752.jpg,2,1
1998676158.jpg,3,4
1998802568.jpg,3,4
1998817609.jpg,4,4
199900096.jpg,3,2
199917295.jpg,3,1
1999233979.jpg,3,3
1999385559.jpg,3,1
1999438235.jpg,2,3
1999715913.jpg,4,4
2000281372.jpg,3,2
2000430035.jpg,4,4
2000481519.jpg,2,4
2000558365.jpg,3,3
2000880399.jpg,3,0
2001457610.jpg,3,1
2002041834.jpg,3,2
2002072647.jpg,2,1
2002168063.jpg,2,4
2002208797.jpg,3,4
2002289812.jpg,3,2
2002337945.jpg,4,1
2002346677.jpg,3,3
2002623624.jpg,3,2
2002772795.jpg,3,3
2002853239.jpg,1,3
2002906625.jpg,2,1
2003067998.jpg,3,0
2003114369.jpg,3,3
2003165329.jpg,3,0
200330382.jpg,3,3
2003348266.jpg,4,3
2003717343.jpg,3,0
2003778001.jpg,2,1
2003860919.jpg,3,0
2003956257.jpg,3,1
2004186800.jpg,2,2
2004702183.jpg,1,3
2005247448.jpg,3,2
2005257030.jpg,0,0
2005545104.jpg,0,2
2006137227.jpg,3,2
2006215409.jpg,3,3
2006554729.jpg,2,1
200665366.jpg,3,2
2006844398.jpg,1,2
2007036418.jpg,3,2
2007047411.jpg,4,1
2007737070.jpg,0,2
2008117756.jpg,0,2
2008729929.jpg,2,2
2008776850.jpg,3,0
2008790859.jpg,3,4
2008808261.jpg,3,4
2008955188.jpg,3,1
2009562351.jpg,3,1
2009623499.jpg,3,4
2009631519.jpg,3,2
2009674442.jpg,3,3
2010109352.jpg,3,3
2010268546.jpg,3,3
2010315176.jpg,3,0
201033185.jpg,3,3
2010628343.jpg,3,2
2010787138.jpg,3,1
2011205362.jpg,1,2
2011372560.jpg,2,4
2011474799.jpg,1,4
201171062.jpg,3,1
2011856234.jpg,3,3
2011886920.jpg,1,2
201201648.jpg,3,0
2012036161.jpg,0,0
2012232814.jpg,3,3
2012411582.jpg,1,4
2012639155.jpg,4,4
2013004933.jpg,3,0
2013583726.jpg,3,0
2013693595.jpg,3,1
2013804410.jpg,2,1
2013837502.jpg,3,3
2013853837.jpg,3,2
2013935388.jpg,1,2
2014097197.jpg,3,2
2014209671.jpg,3,3
201421885.jpg,0,0
2014492318.jpg,3,1
2015310218.jpg,3,3
20153440.jpg,4,4
2015518840.jpg,3,2
2015623065.jpg,4,4
2015754935.jpg,2,4
2016031973.jpg,3,1
2016298412.jpg,3,1
2016302207.jpg,4,0
2016371750.jpg,3,2
2016389925.jpg,1,1
2016669057.jpg,3,0
2016713149.jpg,3,0
2016905138.jpg,3,1
2016922102.jpg,3,4
2016929365.jpg,3,2
2016930631.jpg,3,1
2016976059.jpg,3,0
201703584.jpg,0,2
2017329516.jpg,3,3
2017774096.jpg,2,0
2018156221.jpg,1,2
2018165733.jpg,3,4
2018748620.jpg,3,2
2019072714.jpg,4,2
2019165943.jpg,4,1
2019191905.jpg,3,4
2019763598.jpg,3,3
2019819944.jpg,3,3
2019941140.jpg,3,0
2020174786.jpg,4,0
2020316651.jpg,1,0
2020679946.jpg,3,4
2021127327.jpg,1,1
2021239499.jpg,1,2
2021244568.jpg,3,3
2021497832.jpg,3,1
2021674610.jpg,0,3
2021701763.jpg,2,4
2021948804.jpg,4,4
2021955535.jpg,3,4
2021964634.jpg,1,0
2021981725.jpg,4,0
2022032014.jpg,3,2
2022328108.jpg,3,4
2022734694.jpg,1,2
2022806840.jpg,4,4
2023062288.jpg,3,2
2023366214.jpg,4,0
2023813792.jpg,0,4
2024172583.jpg,3,4
2024328143.jpg,3,4
2024374578.jpg,3,0
2024432255.jpg,3,2
2024454245.jpg,3,2
2025224084.jpg,3,0
2025648627.jpg,3,1
2025758735.jpg,2,4
2026049227.jpg,3,0
2026174154.jpg,3,0
2026227726.jpg,3,4
2026260632.jpg,4,1
2026618644.jpg,1,1
2026837055.jpg,1,1
2027009967.jpg,3,2
2027047978.jpg,3,2
2027162544.jpg,3,3
2027184079.jpg,3,2
2027299307.jpg,3,2
2027324099.jpg,3,4
2027426362.jpg,0,2
2027751739.jpg,4,1
2027821196.jpg,3,4
2028027958.jpg,4,3
2028087473.jpg,0,2
2028194351.jpg,3,3
2028194566.jpg,3,0
2028259586.jpg,2,4
2028369861.jpg,2,2
2028419777.jpg,3,2
2028506424.jpg,4,2
2028546131.jpg,4,1
2028754685.jpg,1,0
2028922516.jpg,3,3
2029017692.jpg,3,3
2029193021.jpg,3,3
202946302.jpg,3,2
2029751632.jpg,1,1
2029911058.jpg,3,3
2030421746.jpg,3,0
203075136.jpg,2,1
203087445.jpg,2,1
2030983872.jpg,2,2
2031180151.jpg,3,3
2031634119.jpg,4,1
2031835632.jpg,2,0
203193692.jpg,4,3
203200781.jpg,3,4
2032102834.jpg,3,2
2032424742.jpg,3,1
2032441634.jpg,3,2
2032736928.jpg,3,1
2032955509.jpg,2,4
203315270.jpg,3,0
2033316556.jpg,3,1
2033648478.jpg,4,1
2033655713.jpg,4,2
2033707322.jpg,1,0
2033709422.jpg,3,4
2033750577.jpg,3,3
2033929849.jpg,3,2
2034119806.jpg,3,2
2034179066.jpg,1,4
2034300909.jpg,3,3
2034410033.jpg,0,3
2034902802.jpg,2,4
2035009601.jpg,4,2
2035143939.jpg,3,3
2035397744.jpg,3,4
2035479536.jpg,3,1
2035935927.jpg,3,0
20361463.jpg,1,0
2036313287.jpg,2,4
2036664947.jpg,1,3
2036966083.jpg,3,1
2037151431.jpg,3,0
2037506456.jpg,3,2
2037654079.jpg,3,3
2038191789.jpg,3,4
2038307832.jpg,3,2
2038601042.jpg,0,2
2038741619.jpg,3,0
2039512472.jpg,4,2
2040142509.jpg,3,1
2040710303.jpg,3,2
2040980180.jpg,3,2
2041011559.jpg,3,1
204116012.jpg,4,1
2041164461.jpg,2,3
2041267183.jpg,3,2
204127246.jpg,3,3
2042091361.jpg,3,3
2042381170.jpg,3,0
2042745547.jpg,3,3
2042810761.jpg,3,2
2042895796.jpg,3,0
2043115778.jpg,3,1
2043193612.jpg,3,3
2043349328.jpg,3,4
2043405600.jpg,3,4
2043962950.jpg,3,3
2044004703.jpg,3,3
2044199243.jpg,0,1
2044627598.jpg,3,4
2044665916.jpg,3,1
2045010474.jpg,3,3
2045155911.jpg,1,3
2045367383.jpg,4,1
2045580929.jpg,3,3
2045675044.jpg,3,0
2045866821.jpg,2,3
204616689.jpg,2,2
2046239409.jpg,0,2
2047003483.jpg,2,0
2047193101.jpg,3,3
2047483616.jpg,3,2
2047500718.jpg,3,4
2047764573.jpg,3,4
204827795.jpg,3,1
2048322812.jpg,2,0
2048354223.jpg,4,1
2048496829.jpg,2,2
2048902199.jpg,3,4
2048969228.jpg,4,3
2049128107.jpg,4,1
2049272993.jpg,3,0
2049291369.jpg,2,3
2049510277.jpg,3,2
2049551156.jpg,3,0
2049908503.jpg,4,1
2050151194.jpg,4,3
2050186837.jpg,3,0
2050190340.jpg,3,1
2050623186.jpg,4,1
2050640956.jpg,3,0
2051048628.jpg,3,1
2051128435.jpg,3,1
2051265559.jpg,3,4
2051343489.jpg,3,0
2051366102.jpg,3,0
2051400563.jpg,3,3
2051495839.jpg,0,1
2051629821.jpg,1,2
2051638455.jpg,3,0
2051816326.jpg,3,4
20518383.jpg,2,4
2052193319.jpg,0,0
205249425.jpg,3,2
2052500079.jpg,3,0
2052664728.jpg,1,2
2052889955.jpg,2,3
2052899282.jpg,4,2
2053079432.jpg,3,1
2053738846.jpg,2,2
205384008.jpg,3,2
2054130310.jpg,3,4
2054174491.jpg,3,2
205418485.jpg,1,2
2054452426.jpg,3,2
2054648855.jpg,3,1
2054719137.jpg,3,3
2054830345.jpg,0,2
2054954672.jpg,3,4
20550531.jpg,3,0
2055261864.jpg,3,2
2055419164.jpg,3,2
2055831715.jpg,1,3
2055892227.jpg,3,2
2055902363.jpg,3,4
2055911260.jpg,2,2
2055994639.jpg,3,1
2056049935.jpg,1,4
2056096028.jpg,2,0
2056102313.jpg,2,3
2056154613.jpg,3,3
2056839609.jpg,3,3
2057007338.jpg,3,2
2057019092.jpg,3,2
2057361034.jpg,1,2
2057942715.jpg,3,1
2058684347.jpg,2,1
2058954954.jpg,1,2
2058959882.jpg,4,0
2059048377.jpg,1,3
2059180039.jpg,3,3
2059254361.jpg,4,2
205927693.jpg,3,4
2059298351.jpg,3,2
2059333078.jpg,4,0
2059449835.jpg,3,3
2059469005.jpg,3,3
2059527396.jpg,4,0
2059527883.jpg,3,4
2059847463.jpg,3,2
2059912139.jpg,3,0
2059987520.jpg,3,4
2060259449.jpg,2,1
2060529510.jpg,4,0
206053415.jpg,4,2
2060856128.jpg,2,4
2061231487.jpg,2,2
2061601006.jpg,4,2
2061733689.jpg,2,3
2061741988.jpg,4,4
20619161.jpg,4,1
2062313198.jpg,3,1
2062422141.jpg,3,2
2062460144.jpg,3,4
2062577716.jpg,3,4
2062853703.jpg,3,0
2063381039.jpg,2,2
2063651820.jpg,3,3
2064086293.jpg,3,3
206432986.jpg,4,4
2064463834.jpg,4,0
2064529851.jpg,4,4
2064563394.jpg,3,1
2064710008.jpg,4,4
2064730340.jpg,3,2
2065009504.jpg,3,0
2065453840.jpg,3,3
2065621111.jpg,4,4
2065810677.jpg,3,2
2066344350.jpg,3,1
2066357656.jpg,3,0
2066754199.jpg,1,0
2066965759.jpg,3,0
2067363667.jpg,0,4
2067752141.jpg,3,2
2067869626.jpg,3,1
2068435088.jpg,1,4
2068458725.jpg,3,0
2068782839.jpg,4,4
2068852051.jpg,3,1
206885369.jpg,3,3
2069029323.jpg,3,0
2069068462.jpg,3,1
2069119194.jpg,4,4
2069634652.jpg,4,1
2069724844.jpg,3,0
2069885945.jpg,3,3
2070022132.jpg,4,1
2070090664.jpg,3,4
2070208498.jpg,4,0
2070373158.jpg,3,2
2070436674.jpg,3,0
207069305.jpg,3,2
2070808203.jpg,3,0
2070876273.jpg,2,1
2072186015.jpg,3,4
207222931.jpg,3,2
2072537637.jpg,2,3
2072810201.jpg,3,4
2073193450.jpg,1,0
2073620456.jpg,2,4
2073650843.jpg,3,1
2073687427.jpg,3,1
2073732699.jpg,3,4
2073803688.jpg,3,3
2073832402.jpg,3,4
2073899075.jpg,3,4
2074036389.jpg,2,1
2074319088.jpg,4,0
2074713873.jpg,1,3
2074837416.jpg,4,2
2075336490.jpg,3,1
2075847805.jpg,3,4
2076036296.jpg,3,0
2076206920.jpg,4,0
207626715.jpg,3,1
2076460439.jpg,3,2
207668947.jpg,3,4
2076904625.jpg,0,0
2077133669.jpg,3,4
2077344457.jpg,3,2
2077374257.jpg,3,0
2077422182.jpg,3,0
207761661.jpg,3,3
2077965062.jpg,3,3
2078256265.jpg,3,0
2078371784.jpg,3,2
2078445415.jpg,3,4
2078503653.jpg,3,4
207854902.jpg,4,2
2078580108.jpg,3,2
2078711421.jpg,1,4
2078875826.jpg,2,1
2078899075.jpg,0,0
207893947.jpg,3,4
2078942776.jpg,3,3
2079076752.jpg,3,1
2079090639.jpg,4,0
2079104179.jpg,3,0
2079122441.jpg,3,1
2079191755.jpg,3,0
2079233550.jpg,3,2
2079354513.jpg,3,4
2079838648.jpg,4,3
207991837.jpg,3,4
2080055302.jpg,3,1
2080103817.jpg,3,0
2080389783.jpg,3,3
2080902492.jpg,3,4
2081708229.jpg,3,3
2082079788.jpg,3,0
2082157575.jpg,4,1
2082251851.jpg,3,2
2082399272.jpg,3,1
2082657173.jpg,3,2
2082707509.jpg,3,2
2082899296.jpg,1,1
2083183851.jpg,3,0
2083398959.jpg,3,2
2083878392.jpg,4,2
2084139110.jpg,1,4
208431523.jpg,2,3
208435588.jpg,4,1
208444967.jpg,0,3
2084711314.jpg,4,0
2084810608.jpg,4,1
2084868828.jpg,1,4
2084909272.jpg,3,3
2085011211.jpg,3,4
2085145602.jpg,3,3
2085248098.jpg,3,1
208548099.jpg,0,1
2085823072.jpg,1,0
2086061590.jpg,3,3
2086436188.jpg,3,4
2086522625.jpg,3,0
2086525919.jpg,3,2
2086555883.jpg,3,0
2086661183.jpg,3,1
2086771327.jpg,3,1
2086830475.jpg,1,2
2087123075.jpg,3,4
2087367640.jpg,1,3
2087904046.jpg,3,2
208816600.jpg,3,4
208823391.jpg,3,3
208826492.jpg,3,4
208832652.jpg,3,4
2088351120.jpg,3,1
2088958100.jpg,3,2
2089003818.jpg,3,3
2089175857.jpg,3,4
2089375202.jpg,4,0
2089510627.jpg,3,0
2089741702.jpg,3,0
2089839146.jpg,3,1
2089853591.jpg,3,3
209002341.jpg,3,1
2090381650.jpg,3,0
2090424176.jpg,3,2
2090702902.jpg,4,4
209078533.jpg,4,1
2090870733.jpg,4,1
2091029426.jpg,3,0
2091097080.jpg,3,2
2091547987.jpg,3,0
209171639.jpg,3,2
2091719066.jpg,3,4
2091915064.jpg,3,2
2091940865.jpg,1,3
2091943364.jpg,3,1
2091948877.jpg,3,3
2092002351.jpg,3,3
2092244060.jpg,3,1
2092518082.jpg,3,2
2092563525.jpg,4,3
2092629811.jpg,3,2
2092842111.jpg,2,1
2092954094.jpg,3,1
2093487029.jpg,3,4
2093492030.jpg,3,4
2093749635.jpg,3,2
209409771.jpg,3,3
2094252123.jpg,3,0
2094288792.jpg,4,2
2094357697.jpg,3,2
2094985505.jpg,3,2
2095404633.jpg,1,1
2095530731.jpg,1,2
2095589836.jpg,4,2
2095602074.jpg,1,0
2095886519.jpg,3,2
2096389137.jpg,3,1
2096624273.jpg,3,2
20966306.jpg,2,1
2097195239.jpg,3,1
2097421346.jpg,3,1
2097527991.jpg,3,2
2097619367.jpg,3,1
2097640981.jpg,3,1
2097651961.jpg,3,2
2097728119.jpg,3,0
2098616985.jpg,3,1
2098671662.jpg,1,0
2098674388.jpg,3,1
2098699727.jpg,3,3
2098716407.jpg,3,4
2098887014.jpg,4,3
2098910919.jpg,3,4
2099207221.jpg,2,1
2099304233.jpg,4,2
2099609248.jpg,3,1
2099754293.jpg,1,1
2099908294.jpg,3,4
210014333.jpg,3,0
2100448540.jpg,3,3
2100797903.jpg,3,4
2101057157.jpg,3,2
2101219762.jpg,2,2
2101454168.jpg,3,1
2101603304.jpg,2,3
21016852.jpg,3,3
2101689184.jpg,3,0
210183740.jpg,3,1
210185909.jpg,3,2
2102230404.jpg,3,2
2102411543.jpg,3,4
2102590292.jpg,2,1
2103377248.jpg,3,0
2103476036.jpg,3,4
2103640329.jpg,2,2
2103659900.jpg,3,0
2104395531.jpg,3,2
210460809.jpg,0,1
2105027380.jpg,3,0
2105063058.jpg,3,0
2105186227.jpg,0,4
2105335318.jpg,1,2
2105418108.jpg,3,3
2105492888.jpg,3,0
2105589928.jpg,2,3
2105592782.jpg,4,1
210587421.jpg,3,0
2106075610.jpg,3,3
2106660107.jpg,3,2
2106727602.jpg,3,0
2107489867.jpg,3,0
2107635089.jpg,1,3
210771283.jpg,4,3
2108427375.jpg,3,3
2108648060.jpg,4,1
2108674538.jpg,3,2
2108802993.jpg,3,2
210902208.jpg,3,0
2109198789.jpg,0,4
2109494038.jpg,3,0
21101348.jpg,4,1
2110308897.jpg,3,2
2110342774.jpg,3,4
2110510074.jpg,3,0
2110598019.jpg,3,3
2110727627.jpg,2,4
2110760303.jpg,2,3
2110903174.jpg,3,2
2111097529.jpg,3,0
211163536.jpg,0,2
2111990467.jpg,1,1
2112146017.jpg,3,2
211225277.jpg,1,0
2112285926.jpg,3,0
2112497230.jpg,2,3
2112849909.jpg,3,2
2112863529.jpg,3,1
2112871300.jpg,3,3
2113248932.jpg,3,0
2113897648.jpg,4,0
2113987713.jpg,3,0
2114057874.jpg,3,2
211439133.jpg,2,0
2114557961.jpg,3,1
2114639709.jpg,2,4
2114705493.jpg,3,2
211507640.jpg,1,0
2115118532.jpg,3,3
2115298662.jpg,3,2
2115357575.jpg,3,4
2115499400.jpg,3,3
2115508050.jpg,3,1
2115515085.jpg,3,0
2115543310.jpg,3,4
2115648947.jpg,3,3
2115661859.jpg,1,3
2115818711.jpg,3,4
2116662197.jpg,3,1
2116832558.jpg,4,4
2116979707.jpg,0,4
211733181.jpg,4,3
2117358649.jpg,1,3
2117372627.jpg,3,0
2117878946.jpg,3,0
2118008819.jpg,3,4
2118210458.jpg,3,2
2118257089.jpg,3,3
2118892329.jpg,4,4
2119011532.jpg,3,3
2119150128.jpg,2,3
2119378021.jpg,3,3
211984788.jpg,1,2
2120113052.jpg,3,1
2120170838.jpg,3,3
2120206845.jpg,4,3
2120375366.jpg,3,4
2120733777.jpg,3,0
2121357194.jpg,3,3
2121641395.jpg,3,0
2121726779.jpg,4,1
212262602.jpg,3,4
212271499.jpg,3,0
2123282382.jpg,1,0
2123323431.jpg,4,1
2123430239.jpg,3,0
2123562479.jpg,3,1
2123622289.jpg,1,2
2123719792.jpg,4,3
2124179391.jpg,1,4
2124278759.jpg,3,0
2124419576.jpg,2,1
2124648343.jpg,3,1
2124724718.jpg,3,4
212476705.jpg,1,3
2124797374.jpg,3,2
2125205823.jpg,3,2
212528266.jpg,3,2
2125592774.jpg,3,0
2125659201.jpg,1,0
2125666901.jpg,3,0
2125711051.jpg,2,2
212573449.jpg,3,1
2125771324.jpg,2,4
212585211.jpg,4,3
2126088762.jpg,3,4
2126394627.jpg,3,0
2126689276.jpg,3,0
2126921679.jpg,3,0
212727951.jpg,3,1
2127776934.jpg,4,3
2127799183.jpg,4,4
212825302.jpg,4,1
212828935.jpg,3,1
2128383982.jpg,3,1
2128581284.jpg,4,0
2128717413.jpg,2,1
2128773695.jpg,3,4
2129027415.jpg,3,0
2129162567.jpg,3,4
2129187694.jpg,1,2
2129345943.jpg,3,0
2129562481.jpg,3,3
2129589240.jpg,3,0
2129978341.jpg,3,2
2130031461.jpg,4,1
2130092429.jpg,3,1
2130379306.jpg,2,2
2130483498.jpg,3,2
2130686560.jpg,3,4
2130791173.jpg,3,4
2130816690.jpg,3,0
2130944221.jpg,3,3
2131418781.jpg,3,0
2132066482.jpg,3,4
2132846080.jpg,3,3
2133005660.jpg,1,4
2133117540.jpg,1,0
2133324266.jpg,3,1
2133487069.jpg,3,2
2133889430.jpg,3,2
213439636.jpg,1,4
2134446650.jpg,3,4
2134759369.jpg,4,0
2135458138.jpg,3,1
2135860230.jpg,3,4
2136568472.jpg,3,4
2136656300.jpg,4,1
2136732511.jpg,3,1
2136740315.jpg,3,0
2137007247.jpg,3,3
2137452423.jpg,3,2
2137484049.jpg,3,4
2137686815.jpg,1,0
2137780185.jpg,4,2
2138098761.jpg,3,2
2138243842.jpg,3,1
2138280096.jpg,2,2
2138380512.jpg,3,3
2138386117.jpg,3,3
2138403170.jpg,3,3
2138515969.jpg,1,4
